UniqueCount	AmbigCount
0	9
0	0
0	118
0	0
0	0
0	0
0	0
0	10
0	6
0	0
0	0
0	0
0	0
0	0
11	18
0	0
2	13
0	7
0	2
0	12
77	39
6	244
1	6
0	13
67	39
0	5
0	26
0	0
0	8
6	27
0	0
0	1
0	0
1	130
0	20
0	51
0	36
0	38
0	7
48	55
0	0
0	7
0	0
0	0
0	0
0	0
0	18
0	0
0	4
5	13
1	16
0	4
0	2
41	2
0	64
0	40
0	46
0	28
0	21
0	13
0	11
0	35
0	16
13	17
0	27
0	12
0	0
0	1
0	24
2	3
0	0
0	8
0	31
0	253
0	2
0	0
0	4
0	32
0	116
4	32
0	0
0	0
0	10
0	4
0	0
0	17
0	9
0	4
0	2
0	0
0	0
0	1412
1858	68371
44	151230
0	303
4	13768
23	790
10559	80553
56	28290
0	0
1	27
76	873
0	0
0	0
0	1
0	5
0	18
0	18
0	2
0	18
0	6
0	4
0	18
0	8
0	27
0	8
0	8
1	8
0	2
0	4
0	4
14	0
0	2
9	2
0	0
0	0
2	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
12	87
0	9
6	9
0	0
1	0
0	0
0	0
5	7
0	1
7	95
4	9
0	93
4	4
0	97
0	2
0	96
6	12
0	21
0	5
0	11
0	0
0	4
0	53
0	60
0	4
0	8
0	54
0	2
0	50
0	2
0	2
0	2
0	0
3	0
5	3
0	3
0	3
0	3
0	2
0	3
0	0
0	0
0	0
2	8
0	6
0	2
0	2
0	0
0	0
0	0
0	12
0	18
0	18
0	18
0	18
0	18
0	18
0	18
0	18
0	12
0	1
0	0
0	0
0	0
0	0
30	399
34	205
64	419
1	0
2	35
16	15
11	61
3	63
0	1
0	25
11	1
17	75
6	45
0	42
0	1
0	5
0	36
0	33
5	36
28	0
0	2
0	2
2	1
0	1
0	166
0	106
112	166
0	0
0	0
0	1396
0	1325
0	1374
0	1303
0	6
0	27
13	17
0	3
1	10
221	877
0	12
0	64
0	60
0	60
28	3
0	40
0	23
7	2
1	7
0	86
0	66
0	76
0	70
22	64
19	84
0	76
0	8
1	57
0	17
0	16
0	16
0	9
1	13
0	6
0	6
0	6
0	4
1	3
7	8
0	0
0	0
0	0
0	0
8	0
1	11
0	0
0	0
0	10
0	0
0	0
0	0
0	0
0	0
1	28
31	47
23	24
2	29
17	21
7	21
0	8
6	108
0	108
0	83
0	106
49	110
10	105
0	38
0	11
49	0
1	0
0	0
0	4
4	6
0	2
5	0
0	184
0	195
0	184
0	127
0	100
0	89
0	82
56	11
0	70
0	63
0	14
0	17
0	25
0	16
1	15
4	7
0	16
0	5
1	5
0	1
0	4
0	0
0	74
0	44
3	61
0	61
0	3
0	69
0	0
2	11
21	530
10	558
15	385
0	354
