UniqueCount	AmbigCount
0	1
0	0
0	226
0	0
0	5
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
26	89
0	5
0	15
0	11
0	1
0	54
144	83
1	54
0	8
0	23
477	59
0	20
2	78
0	2
0	9
0	43
0	0
3	4
0	0
0	250
1	64
0	89
0	63
0	36
0	7
128	65
0	0
0	2
0	1
0	0
0	1
0	0
0	31
1	1
0	3
6	19
4	10
0	3
0	1
19	8
1	114
0	61
0	82
0	54
0	16
0	15
2	23
0	46
0	17
28	31
0	46
2	29
5	0
0	7
0	219
4	10
0	0
0	0
0	69
1	87
2	4
0	1
0	7
0	11
2	25
3	50
0	7
0	3
0	10
0	3
0	0
0	18
0	7
0	3
0	3
0	1
0	0
2	393
395	22305
6	46592
0	77
0	1238
1	111
2073	18785
3	3015
0	1
0	76
63	749
0	3
0	0
1	4
0	14
0	8
0	8
0	7
0	8
0	17
0	5
0	8
0	7
0	28
0	7
0	7
0	7
0	7
0	22
0	12
21	4
0	17
27	17
0	8
0	2
0	2
0	6
0	5
0	8
0	5
0	5
0	5
1	4
1	57
0	28
7	28
0	0
15	3
0	3
5	1
0	5
0	11
60	246
24	48
1	281
10	12
3	255
0	16
0	257
15	35
0	64
2	14
0	21
0	10
0	23
0	125
0	153
0	9
0	19
0	115
0	17
0	104
0	17
0	15
0	24
0	9
5	7
10	1
1	1
9	1
0	8
1	3
0	6
1	0
0	0
0	0
3	3
0	3
21	7
0	6
0	1
9	8
0	4
0	56
0	53
0	62
0	58
0	61
0	62
0	57
0	52
0	58
0	53
6	31
0	1
0	15
2	5
1	3
63	424
7	122
41	347
0	0
39	149
22	14
8	16
3	19
2	4
1	3
4	1
2	7
1	6
0	5
0	0
0	2
0	2
0	1
1	2
26	0
0	21
0	15
12	18
2	8
0	10
0	8
61	10
1	0
0	0
8	2883
0	2690
0	2525
0	2332
0	125
5	165
4	37
1	1
7	40
82	346
0	1
3	19
0	9
0	9
1	0
0	4
0	2
0	0
5	5
0	28
0	18
0	30
0	27
6	18
5	30
0	30
0	2
0	21
0	9
0	12
0	11
0	3
2	2
0	4
0	2
0	2
2	2
1	1
5	13
4	0
0	0
0	0
0	0
6	0
59	20
1	48
0	48
0	19
1	3
18	37
0	8
0	4
0	0
0	5
4	5
0	0
0	4
1	5
2	5
0	0
3	717
1	663
0	539
0	663
46	257
7	211
0	178
0	119
180	0
0	0
0	0
1	0
0	1
1	1
9	0
2	237
0	275
0	235
0	145
0	125
0	142
1	125
10	11
0	105
1	122
0	8
0	9
0	36
0	15
1	15
3	7
1	11
1	11
11	7
12	0
1	1
7	0
0	17
0	14
1	16
0	16
0	7
0	19
0	3
1	3
34	275
9	290
3	146
0	210
1	0
0	18
2	33
2	5
25	110
0	44
31	5
0	9
0	0
0	0
5	23
1	11
1	9
1	17
2	5
8	139
0	350
0	349
0	200
0	157
1	17
0	234
0	390
0	200
87	214
32	102
0	181
0	347
0	203
0	140
0	337
0	342
0	65
1	36
8	44
0	325
0	50
0	55
0	51
0	28
1	67
0	161
0	3
3	15
1	193
1	83
0	53
0	147
0	134
0	136
0	11
9	6
0	26
0	192
2	126
1	64
0	124
1	88
0	74
0	44
0	36
1	33
0	5
0	7
0	3
0	0
45	2
1	36
44	54
1	20
11	1
5	288
1	302
0	174
0	38
0	69
0	45
2	11
2	21
0	0
0	203
3	451
0	780
5	609
1	532
2	110
0	99
15	167
0	9
4	3
2	68
62	52
0	59
6	65
2	11
1	8
0	0
0	854
11	1124
9	803
15	548
83	2637
0	1514
0	640
8	1704
0	1998
0	426
1	761
0	150
0	77
4	102
11	188
0	641
42	18
5	163
8	7
1	31
1	122
5	91
2	89
0	120
0	5
0	4
0	89
9	71
0	18
218	192
0	40
43	74
8	11
42	172
0	18
0	7
16	11
2	120
5	154
0	162
0	44
11	40
2	2
2	0
2	2
1	0
0	2
0	3
1	27
5	140
74	166
2	2
47	45
0	1
16	6
0	127
0	67
36	120
2	10
25	60
24	36
1	1
0	0
0	101
1	62
0	98
0	82
1	82
0	7
0	14
1	11
2	1
0	1
2	0
401	351
3	255
0	107
245	41
4	33
16	113
0	0
13	0
4	0
59	2
0	119
0	133
0	99
0	137
31	129
2	114
0	139
18	53
0	7
6	134
1	22
0	90
2	26
0	1
0	21
0	132
2	91
0	13
0	103
2	94
1	1
3	0
0	95
7	25
0	2
0	3
3	24
0	30
0	14
1	17
0	11
2	10
11	19
2	52
6	39
1	49
0	18
0	8
0	13
0	10
1	0
0	2
0	633
0	598
0	509
0	601
0	532
0	498
0	498
0	500
0	127
0	9
1	187
6	1483
0	1498
31	553
23	229
94	28
19	8
0	29
34	654
0	538
3	66
0	383
2	523
0	458
0	544
0	573
0	623
0	601
9	10
1	50
0	22
0	2
3	80
0	2
0	11
2	90
0	46
9	119
3	11
1	10
6	8
176	518
1	0
0	178
4	1
0	9
1	168
0	182
336	878
0	48
0	192
0	97
6	707
1	653
22	604
7	291
0	5
1	107
4	27
0	14
10	91
3	29
4	14
0	68
11	117
1	124
13	118
11	83
0	1
18	4599
0	4062
45	5025
43	294
3	786
0	599
0	918
0	238
0	15
0	84
0	0
0	1
0	1
1	1
0	0
0	2
0	2
0	0
0	2
1	1
0	0
2	121
0	231
4	37
0	40
0	0
36	146
0	100
0	16
10	86
0	5
2	3
0	0
0	7
0	11
0	9
0	10
0	10
0	8
0	3
0	5
0	3
0	6
0	0
0	7
3	0
0	0
4	27
0	2
0	3
0	1
0	3
0	0
0	0
61	757
0	73
8	18
6	12
0	12
1	8
0	688
1	17
0	656
0	74
0	105
0	82
1	104
3	86
2	156
0	130
0	87
2	47
5	18
0	92
0	11
0	586
5	104
1	488
7	264
0	24
28	28
57	3
16	6
4	78
4	121
0	81
0	97
0	19
48	59
0	11
0	24
1	24
10	43
0	18
0	6
0	27
1	1
4	3
0	1
2211	23
2	0
0	12
4	11
0	6
28	7
5	96
2	86
11	92
0	1
12	27
0	2
8	28
0	41
10	14
0	6
0	3
1	0
39	0
0	0
7	0
25	915
0	92
2	1153
0	279
10	7
0	495
2	165
145	327
14	77
0	332
0	336
0	138
0	146
0	26
0	6
0	1
0	2
1	3
4	2
0	60
0	47
0	47
0	65
0	39
0	30
0	9
2	0
0	0
8	181
0	157
0	90
0	22
0	6
4	1
2	0
0	3
0	60
2	31
0	1
1	2
2	0
1	2
0	2
0	32
1	3
41	71
2	18
6	43
1	21
0	72
3	103
9	125
1	102
2	81
9	261
0	162
10	109
0	122
33	83
42	225
0	235
0	29
4	52
1	0
2	12
1	0
2	0
0	28
0	24
0	180
0	177
0	190
0	176
0	82
0	184
0	41
0	42
0	9
0	18
1	138
1	8
2	127
0	10
0	11
0	1
0	1
0	2
0	2
1	1
1	0
0	0
0	0
41	2
0	1
1	0
57	0
0	0
0	0
0	0
0	0
0	0
0	0
2	11
2	19
0	4
0	7
15	30
0	10
0	14
0	0
0	2
2	8
1	173
0	32
0	242
110	241
0	164
0	125
0	0
0	121
0	26
4	7
0	0
2	0
5	5
4	0
2	0
2	0
20	43
0	43
0	43
0	8
4	7
0	11
2	28
1	0
410	499
40	427
3	15
4	438
0	19
1	21
3	2
0	0
2	0
212	526
0	526
9	92
4	92
90	17
3	45
0	23
1	5
0	0
0	51
0	41
0	7
0	114
0	92
0	59
0	97
0	89
0	41
0	33
0	51
0	33
0	106
2	26
1	3
0	47
1	11
0	0
2	0
1	58
0	8
0	178
0	162
0	203
32	618
0	111
0	3
0	264
0	3
0	257
17	313
0	457
0	424
0	128
0	190
0	199
0	181
0	294
0	356
0	174
1	20
0	53
0	9
0	289
0	220
26	63
0	180
0	8
0	1
1	14
0	0
0	0
2	2
0	1
0	2
0	0
359	149
15	123
2	9
2	0
25	2
394	579
1	11
0	69
5	68
1	12
1	48
1	353
1	10
0	94
0	8
0	124
0	13
0	128
0	120
0	124
0	117
4	117
0	119
0	115
0	116
0	5
2	1
0	3
3	191
81	174
48	191
0	0
0	0
4	34
2	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	52
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
33	9
1	9
0	0
0	25
0	25
0	0
0	0
0	2
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
5	45
2	44
0	200
5	242
1	230
0	184
2	1
0	8
11	2
0	160
1	13
0	34
2	38
7	326
0	331
0	312
0	7
0	7
0	0
7	8
0	0
0	38
0	8
0	33
0	294
0	48
0	0
0	128
0	289
0	22
0	254
0	360
0	65
3	326
5	96
0	58
0	186
1	351
0	39
0	54
15	334
4	40
0	1
0	316
0	309
0	122
0	127
0	14
0	1
0	269
0	13
0	152
1	227
0	5
3	5
0	34
1	232
7	239
0	235
2	5
0	0
0	3
0	2
0	5
0	0
0	422
3220	3334
46	3202
0	3101
0	1973
0	850
0	422
1	422
0	0
28	20
29	156
0	21
8	7
24	139
0	1
1	0
2	14
0	6
618	1022
1	17
13	974
7	259
5	20
1	3
0	1
0	0
279	0
0	105
15	105
0	105
2	105
0	91
0	91
0	114
2	115
0	44
0	0
0	2
3	30
1	1
0	0
35	49
0	3
0	1
0	35
9	25
0	2
0	2
0	9
0	1
0	1
0	9
0	9
0	4
0	0
1	12
0	1
0	2
0	3
0	6
1	0
0	0
0	0
2	19
0	61
53	82
0	33
2	34
0	30
1	31
0	28
0	24
0	10
0	17
0	15
0	11
0	22
0	21
0	2
1	6
0	13
0	13
0	15
0	4
7	235
9	250
2	249
0	249
3	251
0	252
0	230
4	114
0	193
0	215
1	217
0	217
0	167
430	191
2	38
1	7
8	7
0	19
0	0
36	0
1	3
0	3
0	2
0	1
11	127
3	60
3	50
0	52
33	37
5	17
0	13
0	7
0	581
24	614
0	120
1	98
0	89
1	53
224	45
0	45
11	40
4	1
0	31
0	90
0	21
1	14
9	19
0	1
9	193
0	114
41	588
1	502
0	29
2	274
0	124
0	11
5	258
4	248
0	45
1	14
0	0
0	0
0	7
0	0
0	0
7	46
0	0
12	44
105	91
11	48
37	51
0	13
2	22
8	34
0	13
0	12
0	12
2	11
0	5
0	3
0	88
0	68
0	3
0	0
0	0
1	0
0	0
0	0
0	0
0	0
8	1
0	0
0	0
1667	181
66	184
5	18
24	0
2	59
0	427
1	428
0	427
3	411
0	2
0	1
0	0
0	9
3	2
7	63
1	0
0	2
0	66
0	66
0	1
0	1
0	5
0	0
0	697
24	281
87	902
0	343
141	1082
8	577
2	865
0	746
5	347
0	292
1	0
5	3
14	38
1	1
0	25
993	358
63	267
7	155
6	114
2	0
0	10
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	14
0	14
0	10
0	2
0	0
0	2420
6	2421
6	2205
0	18
0	892
3	1416
0	16
5	697
4	28
5	93
11	15
0	11
8	8
1	85
1	280
2	278
0	9
0	9
0	4
12	6
0	2
2	3
1	2
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	1
0	5684
53	3358
1	3663
0	4292
6	5073
0	1239
0	1136
0	830
4	657
0	515
1	1454
0	83
0	79
7	338
31	369
5	25
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
3	4
0	0
0	0
0	1
0	0
33	48
0	2
3	6
0	6
0	6
0	6
0	6
0	6
0	5
0	2
0	0
460	131
3	2
3	7
250	28
5	2
0	1
0	0
0	1
2	5
4	6
1	6
3	6
2	3
0	2
744	1354
4	1233
0	566
82	100
0	62
1	100
0	80
4	0
21	22
0	22
0	21
0	0
0	0
70	119
5	0
3	61
46	31
0	50
1	0
0	6
29	496
0	467
0	486
0	0
0	243
0	265
1	4
3	11
1	0
0	0
5	0
24	1994
0	1910
1	525
63	1637
2	2022
2	34
0	0
6	26
0	0
207	189
12	185
3	47
0	31
0	4
7	0
1	23
395	316
0	272
26	201
0	5
3	2
6	92
0	186
85	212
0	10
1	1
0	0
0	0
0	0
0	13
9	18
20	15
17	729
0	969
0	969
2	60
0	8
0	72
8	80
0	16
12	88
0	3
0	0
0	0
0	0
166	622
0	581
61	857
0	610
0	676
1	665
0	664
2	0
1	1
0	21
1	21
0	131
0	5
0	0
0	1
0	0
0	0
7	42
16	26
0	2
3	15
0	15
0	6
1	252
1	5
203	866
1	208
0	241
0	161
3	209
1	10
1	178
1	31
0	0
4	4
0	0
0	17
0	36
0	0
17	29
0	1
48	39
1	12
1	15
0	3
450	239
1	47
57	111
3	20
2	4
113	35
2	35
1	0
5	0
2	0
243	319
0	3
1	12
0	273
1	6
25	206
4	69
0	15
1	0
32	92
0	0
2	7
0	2
0	4
0	0
1	4
0	0
0	278
0	1795
1	505
0	692
3	927
1	262
1	286
1	353
67	2723
0	411
0	1173
0	621
0	99
0	394
0	587
0	516
0	271
0	333
3	12
0	221
0	139
0	138
0	97
0	18
0	10
0	191
3	577
1	151
0	4
16	19
0	28
2	54
0	711
0	22
0	8
0	7
0	22
100	0
0	0
0	1
0	0
28	54
0	48
0	7
49	32
0	3
1	7
0	24
0	3
0	667
30	713
39	178
0	4
1	44
0	20
0	18
0	42
15	16
7	18
1	92
5	33
0	2
0	0
4	527
611	557
4	74
2	65
0	57
14	30
0	0
0	1
0	1
0	0
36	5
0	5
0	0
0	0
215	33
0	22
0	17
6	3
5	1
0	0
0	0
1	0
0	0
0	0
0	0
4	8
4	35
1	69
23	69
1	15
0	13
0	3
0	0
2	75
0	27
0	129
0	133
1	46
0	32
0	82
0	38
0	19
24	58
0	14
0	19
0	57
0	58
0	26
0	30
0	42
0	25
5	34
1	29
0	3
16	58
1	89
0	75
2	78
22	8
3	124
1	75
0	104
0	75
0	44
0	52
0	35
0	51
0	15
4	10
0	9
0	14
0	10
1	8
0	7
0	35
0	13
0	14
2	678
0	635
0	635
0	665
0	250
0	197
0	255
1	233
0	174
0	208
2	134
0	34
0	35
1	74
0	55
11	17
0	33
0	12
3	0
2	701
2	739
8	75
1	285
3	253
1	81
1	81
1	93
7	19
9	16
0	0
0	2
0	6
0	6
0	5
0	0
0	0
0	0
0	9
0	7
0	10
0	13
0	7
4	9
0	0
0	0
92	258
0	253
9	216
0	244
8	121
344	462
1	160
0	177
4	33
0	16
0	5
13	152
3	0
13	1292
22	35
0	19
8	154
85	1435
7	33
0	0
1	18
37	48
2	31
2	30
1	6
0	25
0	4
0	0
0	0
0	0
0	15
0	13
0	9
0	13
0	9
0	0
0	0
0	1
0	0
6	841
0	64
0	796
1	25
0	0
0	0
0	0
4	1939
0	1948
0	0
0	1
0	1590
0	449
4	479
0	125
2	18
0	23
0	1069
0	1048
0	383
0	3
0	3
0	3
9	678
1	12
1	32
0	1
0	1
0	0
521	167
6	29
2	155
54	25
2	0
0	0
25	0
0	0
0	0
0	0
0	0
67	26
4	0
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	637
0	637
0	608
0	617
0	9
2	212
0	115
3	316
0	273
0	108
0	184
1	60
0	0
0	0
0	0
1	7
2	72
0	1216
16	987
2	92
0	29
0	6
0	1169
13	1082
1	8
0	14
3	34
3	12
3	3
0	2
0	248
0	249
44	175
0	88
2	373
0	42
0	376
16	84
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	1
0	156
0	156
0	68
5	21
0	10
4	18
0	188
2	193
0	34
2	199
0	207
0	179
0	0
2	0
0	0
2	0
18	387
0	9
0	345
0	3
0	48
1	40
0	3
0	12
1	1
5	16
0	13
21	250
15	224
0	228
0	249
0	29
4	38
0	126
2	48
0	12
0	0
4	1
4	20
0	0
23	45
0	19
481	143
2	143
0	91
0	91
0	0
0	0
0	0
0	1
4	7
0	1
0	1
0	0
0	0
19	126
0	163
0	79
1	113
0	10
2	78
0	43
0	45
0	31
3	20
1	5
1	189
3	470
0	509
1	195
0	513
3	99
2	10
0	11
1	14
0	35
0	0
1	1
17	70
2	21
0	10
0	1
0	0
965	138
0	13
0	1
0	65
0	3
1	0
0	61
1	0
5	772
9	725
3	62
2	709
1	142
3	1
1	1
2	1
24	30
0	3
0	1
1	0
0	0
0	0
1	13
0	16
0	6
0	10
0	495
0	9
0	16
2	17
0	10
3	494
13	50
19	160
0	255
0	5
0	23
0	13
3	40
3	13
37	8
0	296
2043	308
0	74
0	111
0	52
18	20
0	0
0	10
0	14
0	221
0	135
0	218
1	19
1	0
0	5
2	1
0	2
0	4
1	45
0	25
0	9
1	78
0	18
0	0
0	0
0	0
0	0
3	3
0	0
0	40
5	46
2	47
1	40
0	8
1	17
0	15
0	27
0	2
0	26
0	6
0	19
0	28
0	7
0	0
0	1
0	6
0	4
0	0
0	0
0	0
435	139
3	6
0	40
0	93
9	0
3	0
0	2
0	61
55	61
0	24
0	7
4	2
0	2
1	3
4	4
6	4
40	38
34	7
1	7
0	0
395	102
6	73
0	73
4	53
0	6
10	253
114	1347
0	95
26	1381
0	13
1	130
0	238
27	1317
0	127
0	2
0	0
0	216
0	0
0	0
1	1
0	0
1	121
0	313
17	829
2	5
1	687
0	48
0	34
0	578
0	212
53	588
0	89
7	9
49	35
129	98
2	26
6	31
46	16
5	2
1	2
0	3
15	10
2	8
2	1
7	12
1	5
0	1
0	1
276	996
0	842
5	648
26	11
8	132
42	72
92	60
1	0
1	180
0	227
9	245
18	234
24	107
10	104
14	41
0	2
9	45
0	14
1	1
0	195
2	2
3	1
0	1
1	5
0	14
8	69
155	498
0	387
0	220
0	63
0	14
47	60
0	47
2	27
40	21
2	26
4	43
5	47
0	2
0	4
26	226
0	233
13	77
1	57
0	11
0	0
0	1
0	1
0	1
0	0
5	14
0	4
0	10
0	13
0	1
1	9
0	13
0	8
0	2
0	2
0	1
10	14
1	8
0	4
0	12
7	16
0	1
0	7
0	5
1	0
0	47
13	99
8	36
1	53
1	13
0	7
0	2
3	0
1	230
7	262
0	267
2	60
0	34
0	16
6	57
0	12
0	102
1	4
0	12
7	42
0	19
1	21
0	15
170	234
2	8
0	8
1	132
0	154
1	99
1	99
1	41
12	54
0	28
3	37
0	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	12
5	3
0	0
0	2
1	0
0	0
0	2
614	580
0	82
6	496
3	308
14	297
0	2
1	276
28	272
2	218
6	6
9	9
7	52
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	7
0	5
0	4
0	0
0	0
0	0
0	0
102	0
0	0
0	0
0	0
0	0
0	0
0	0
0	57
0	96
0	80
0	48
1	8
3	14
0	0
0	0
432	100
0	15
4	97
12	7
11	96
745	2469
35	960
38	56
0	29
1	10
0	255
0	9
4	41
5	7
11	136
7	582
1	1160
0	40
0	2
2	573
0	0
5	6
55	812
16	293
3	766
0	574
11	57
2	12
0	21
0	82
1	9
0	32
1	19
0	107
0	16
119	25
1	4
4	4
2	0
8	4
0	8
0	6
1	2
9	1
11	0
42	197
0	181
0	27
0	28
1	101
0	0
4	88
9	88
0	67
0	69
0	36
11	3
0	2325
0	1284
4	1837
13	476
7	1479
2	1731
4	1067
3	1889
0	1764
0	1571
2	826
0	475
0	217
0	270
6	47
0	0
0	118
2	370
36	620
19	19
8	1
0	37
4	249
2	181
9	266
1	1
0	113
0	0
0	0
1	2582
0	245
7	524
0	325
0	2973
0	240
0	2999
166	2972
0	246
0	2970
0	181
2	2992
0	493
0	2970
0	268
0	262
0	238
0	2
0	0
3	154
6	104
2	70
0	0
4	45
8	34
1	0
0	15
0	0
0	0
644	51
0	7
4	0
0	0
0	0
5	310
1	496
1	639
15	239
0	639
0	639
0	586
2	21
0	20
0	21
0	4
0	1
0	13
0	0
14	26
0	10
18	16
0	11
0	0
0	0
0	4
0	4
1	2
5	2
2	7
0	0
0	0
7	0
687	0
0	0
0	0
0	0
0	0
0	6
0	6
2	6
9	33
0	0
0	0
0	1
0	1
0	0
1	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1087	329
18	322
378	0
0	0
17	0
1	8
5	8
294	407
6	395
0	322
0	0
77	278
3	1661
0	1451
0	1661
5	9
0	182
9	77
0	3
6	50
0	57
0	72
0	68
0	73
7	42
0	19
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
127	3953
0	3757
228	3028
