UniqueCount	AmbigCount
0	6
0	0
4	595
0	0
0	22
0	0
0	0
0	8
0	8
0	0
0	0
0	0
0	0
0	0
19	83
0	10
5	22
0	7
0	3
0	74
117	136
14	324
1	34
0	43
485	49
0	14
2	134
2	5
2	28
12	62
0	0
6	1
0	0
8	631
0	69
0	121
0	102
0	64
0	11
122	106
0	1
0	5
0	0
0	0
0	0
0	0
0	46
2	0
0	4
34	22
2	9
0	4
0	8
41	12
0	178
0	80
0	150
0	122
0	51
0	44
6	36
0	119
1	48
31	49
0	79
10	87
2	0
0	10
0	227
6	6
0	0
0	0
0	86
3	512
0	3
0	1
0	14
0	18
0	44
7	74
0	11
0	1
0	26
0	4
0	0
0	22
0	15
0	4
0	8
0	0
0	0
0	1051
602	21932
7	56498
0	194
4	3302
0	104
1465	19303
3	5122
0	0
0	131
203	1906
0	12
0	0
0	1
0	7
0	23
0	20
0	10
0	20
0	36
6	33
0	20
0	8
0	83
0	8
0	8
0	8
0	10
0	25
0	43
1	7
0	17
41	17
0	14
0	0
0	0
0	13
0	0
0	0
0	0
0	0
0	0
0	13
16	216
0	13
1	13
0	0
23	0
0	0
6	2
0	11
0	7
40	337
0	56
0	355
8	26
0	361
0	22
0	333
7	67
0	74
0	26
0	31
0	5
0	16
0	125
0	218
0	19
0	22
0	114
0	9
0	95
2	9
0	28
0	28
0	4
5	1
34	7
0	17
27	17
5	16
0	13
0	15
0	0
14	1
0	0
139	11
0	3
19	0
0	0
0	0
0	4
0	0
0	108
0	117
0	123
0	119
0	123
0	123
0	117
0	113
0	117
0	106
2	52
0	0
0	21
0	16
0	15
35	682
8	293
93	643
0	0
18	191
15	19
47	66
0	49
6	19
0	30
5	4
3	14
0	14
0	7
0	0
0	0
0	1
0	1
0	1
80	0
1	51
3	48
22	50
1	39
0	101
0	69
125	101
0	1
0	0
0	3982
0	3684
0	3796
0	3498
0	104
15	133
11	37
0	9
17	41
248	1129
0	63
4	35
0	14
0	14
3	0
0	0
0	9
2	0
5	12
0	129
0	85
0	107
1	102
38	106
3	140
0	107
0	28
0	101
0	26
0	21
0	20
0	6
1	14
0	8
0	1
0	0
7	3
0	0
4	24
0	0
0	0
0	0
3	0
35	0
9	28
0	13
0	13
0	27
0	0
7	8
0	0
0	0
0	0
0	14
4	24
12	11
0	17
7	31
19	31
0	2
17	1286
0	1234
0	1124
0	1230
124	656
8	603
0	274
0	217
358	0
0	0
0	0
0	0
3	0
3	0
11	6
0	429
0	469
0	422
0	252
0	251
0	248
0	184
61	35
0	155
0	134
0	13
0	29
0	52
0	26
18	31
13	2
0	13
0	18
21	16
7	9
0	1
2	0
0	54
0	32
0	54
0	54
0	3
0	54
0	1
0	8
73	749
2	780
39	547
0	509
12	4
5	54
3	108
10	13
88	160
0	50
40	37
0	4
0	1
0	0
22	43
0	16
0	10
0	29
9	19
5	346
0	537
0	539
0	402
0	249
0	127
0	509
0	583
0	402
96	362
38	251
2	355
0	537
0	429
0	383
0	483
0	465
0	125
13	100
4	76
0	399
0	129
0	87
0	111
5	66
0	106
0	209
0	13
14	12
0	190
0	88
0	67
0	129
0	108
0	114
0	16
13	12
0	82
0	182
3	209
0	120
0	110
2	79
0	83
0	48
0	45
0	31
0	7
0	9
0	2
0	0
63	1
0	53
135	79
0	33
15	0
16	538
0	540
0	364
16	74
0	98
3	74
14	23
4	18
0	0
0	229
3	367
0	560
23	414
7	465
0	126
0	97
18	97
0	13
9	13
7	265
155	216
0	237
14	272
5	91
0	28
4	0
0	2257
20	2404
22	1877
44	1292
44	4517
0	3241
0	1610
0	3459
0	3935
0	1127
0	1450
0	432
0	190
8	335
18	220
0	656
57	43
6	268
16	28
8	64
0	209
0	168
0	169
0	210
0	17
0	12
0	181
9	167
0	26
421	349
0	195
64	261
95	38
47	184
0	20
0	24
19	15
1	226
0	266
3	263
0	123
2	103
0	1
0	0
5	14
0	6
8	14
0	12
3	97
3	551
111	643
7	7
101	71
0	0
54	17
0	277
0	169
76	276
0	30
71	161
87	112
0	2
0	1
0	203
17	161
0	206
0	179
1	195
0	5
0	27
1	61
0	2
0	2
10	0
264	773
23	716
5	105
370	84
4	52
21	256
0	0
66	0
7	0
144	1
0	249
0	258
0	199
0	260
115	270
0	242
0	269
18	44
0	15
1	246
0	25
0	167
6	21
0	3
0	39
0	268
3	163
0	26
0	219
30	194
10	13
7	5
0	199
1	43
1	24
0	27
3	32
2	76
0	52
11	74
0	33
0	25
0	15
0	90
5	37
14	89
0	83
0	24
0	38
0	43
5	11
0	2
0	1082
1	1015
1	782
0	1014
3	805
0	773
0	772
0	773
0	126
0	23
1	176
1	1817
0	1792
42	437
11	209
34	7
20	26
0	84
26	1132
0	992
16	240
0	696
0	955
0	807
0	931
0	863
0	1062
0	1007
31	64
4	117
6	66
0	5
5	175
2	13
3	40
11	225
17	136
3	90
14	9
0	5
3	7
109	938
0	1
0	156
0	1
0	26
0	144
0	158
159	1178
17	54
0	121
0	60
2	1263
0	1246
18	1213
31	635
0	19
0	209
7	58
2	53
14	198
2	96
1	51
0	127
43	143
0	72
5	75
17	44
0	0
18	4321
0	4115
58	4416
89	183
0	549
0	283
0	345
0	134
0	8
0	22
0	0
0	0
0	0
11	2
2	2
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	34
0	0
0	0
18	63
0	0
0	2
0	0
0	1
3	10
0	8
0	9
0	10
0	9
0	8
0	3
0	4
0	2
0	0
0	4
0	2
0	0
6	37
0	1
0	0
0	0
0	2
0	0
0	0
62	1277
0	40
4	3
57	16
0	17
0	14
0	1235
0	15
0	1055
0	52
0	100
0	64
0	100
0	64
0	232
1	141
0	72
6	30
6	18
0	95
0	22
0	1121
20	168
0	809
37	773
8	49
45	100
167	19
75	17
6	259
3	312
0	303
0	307
0	39
65	104
0	49
0	69
0	87
22	119
25	69
0	23
0	78
0	3
11	1
0	0
1591	64
0	1
0	40
6	24
2	23
11	24
0	46
0	42
0	45
0	2
2	25
0	8
9	8
0	14
12	15
0	8
0	0
8	0
51	5
0	5
0	2
1	1130
0	91
1	1303
0	179
25	6
0	535
0	90
228	302
29	103
0	513
0	519
0	186
0	140
0	21
0	0
1	0
0	0
2	0
0	0
0	14
0	13
0	13
0	19
0	13
10	13
0	7
0	0
0	0
29	289
0	225
0	185
4	38
9	9
0	3
0	2
0	13
0	105
5	50
0	1
0	2
0	0
3	28
0	28
0	104
0	6
80	122
9	36
49	141
0	21
0	135
14	186
0	212
0	186
0	149
17	660
0	665
29	201
0	196
126	151
164	779
0	830
0	92
20	173
7	0
4	63
0	4
0	0
0	52
0	55
0	210
0	245
0	256
0	208
0	144
0	254
0	77
0	76
0	42
0	46
0	198
0	43
1	155
0	11
0	23
0	17
0	17
0	9
6	9
0	0
0	0
0	0
0	0
51	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	50
3	58
0	7
0	40
25	80
0	10
0	52
0	0
0	0
4	8
0	180
0	4
0	260
211	275
0	179
0	172
0	0
0	189
0	31
4	8
0	0
4	0
1	15
0	0
0	0
0	0
45	124
0	124
2	123
0	10
6	7
0	9
37	82
6	0
559	1079
11	882
30	21
11	880
0	65
2	83
0	15
0	0
0	0
114	655
0	655
13	103
3	103
219	20
0	39
0	23
0	1
0	1
0	37
0	26
0	2
0	32
0	32
0	2
0	32
0	32
0	2
0	2
0	2
0	2
0	32
0	2
0	0
0	2
0	2
0	0
0	0
0	108
0	14
0	284
0	177
0	326
26	715
0	107
0	4
0	345
0	4
0	365
29	396
0	593
0	544
0	207
0	286
0	257
0	218
0	342
0	454
0	243
0	30
0	48
0	33
0	296
0	184
11	75
0	199
0	19
0	0
7	20
0	0
0	0
4	11
0	3
3	11
0	2
595	192
4	150
1	12
0	0
36	4
337	368
2	50
0	41
6	46
0	17
0	2
0	140
0	13
0	33
0	3
0	50
0	11
0	187
0	188
1	187
0	180
4	181
0	185
0	176
0	175
0	0
0	0
0	9
5	377
92	380
16	381
0	0
0	0
5	63
0	28
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
20	81
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	0
0	0
0	0
0	43
0	43
0	0
0	0
0	8
0	0
0	0
9	2
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
3	128
14	127
0	161
2	190
0	166
4	136
0	5
0	2
20	3
0	106
28	9
0	21
0	23
0	654
0	658
0	650
0	6
0	2
0	0
0	9
0	0
0	24
0	6
0	20
0	625
0	71
0	0
0	193
0	609
0	22
0	337
0	701
0	68
0	691
4	90
0	66
0	261
1	713
0	41
1	63
18	664
10	49
0	5
0	653
0	648
0	177
0	206
0	18
0	1
0	591
0	5
0	229
3	385
0	3
3	8
1	23
0	549
24	582
0	573
0	0
0	0
0	0
0	0
0	0
0	0
0	790
4206	4413
56	4251
0	4042
0	1951
0	1295
0	791
0	791
1	1
14	31
86	356
0	18
24	5
26	331
0	7
0	0
14	39
0	2
664	620
0	16
0	532
0	79
8	27
0	3
0	0
0	0
260	0
0	245
8	245
0	245
0	245
0	207
0	207
0	247
7	249
0	117
9	0
0	2
4	72
0	0
0	0
12	93
0	0
0	0
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	0
0	0
0	1
0	0
0	1
0	0
1	2
0	79
0	204
101	253
0	111
0	109
0	87
0	85
0	78
0	54
0	41
0	46
0	42
0	40
0	47
5	77
0	5
0	12
0	12
0	7
2	18
0	9
12	357
40	392
0	392
0	393
0	392
0	392
0	374
5	212
0	331
0	351
0	351
0	351
1	288
570	241
0	18
0	2
21	2
0	2
0	0
12	0
1	0
0	0
0	0
0	0
1	175
0	84
2	62
1	65
56	69
22	25
0	32
0	10
0	443
9	485
0	57
0	80
0	45
0	13
310	21
0	21
0	49
5	1
0	47
0	262
0	35
2	15
3	12
0	0
23	371
0	135
37	590
0	354
0	43
12	153
0	119
0	13
0	118
0	100
0	30
1	11
0	0
0	0
0	6
0	0
0	0
25	131
0	0
33	155
164	63
7	131
77	159
0	20
4	108
13	57
6	55
0	52
0	57
0	42
0	31
0	1
0	43
0	38
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
6	0
1748	155
48	157
0	20
11	0
7	33
0	1256
3	1267
0	1254
2	1255
0	2
35	1
0	3
2	12
0	0
0	109
3	2
0	2
0	89
0	89
0	0
0	0
0	0
0	0
0	915
31	256
